node_code,node_name,center_1_code,center_1_name,center_2_code,center_2_name,center_3_code,center_3_name,center_4_code,center_4_name,center_5_code,center_5_name,center_6_code,center_6_name,center_7_code,center_7_name,center_8_code,center_8_name,center_9_code,center_9_name,center_10_code,center_10_name,center_11_code,center_11_name,center_12_code,center_12_name,center_13_code,center_13_name,center_14_code,center_14_name,center_15_code,center_15_name,center_16_code,center_16_name,center_17_code,center_17_name,center_18_code,center_18_name,center_19_code,center_19_name,center_20_code,center_20_name
001028,Borgaro Torinese,001028,Borgaro Torinese,001028,Borgaro Torinese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001029,Borgiallo,,,,,001098,Cuorgnè,001098,Cuorgnè,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001030,Borgofranco d'Ivrea,001030,Borgofranco d'Ivrea,001030,Borgofranco d'Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001031,Borgomasino,001295,Vestignè,001295,Vestignè,001295,Vestignè,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001032,Borgone Susa,001032,Borgone Susa,001032,Borgone Susa,001044,Bussoleno,001044,Bussoleno,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001033,Bosconero,001033,Bosconero,001033,Bosconero,001033,Bosconero,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001034,Brandizzo,001034,Brandizzo,001034,Brandizzo,001034,Brandizzo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001035,Bricherasio,001035,Bricherasio,001035,Bricherasio,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001036,Brosso,001297,Vico Canavese,001297,Vico Canavese,001297,Vico Canavese,001297,Vico Canavese,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001037,Brozolo,001039,Brusasco,001039,Brusasco,001129,Lauriano,001129,Lauriano,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001038,Bruino,001038,Bruino,001038,Bruino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001039,Brusasco,001039,Brusasco,001039,Brusasco,001129,Lauriano,001129,Lauriano,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001040,Bruzolo,001040,Bruzolo,001044,Bussoleno,001044,Bussoleno,001044,Bussoleno,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001041,Buriasco,001041,Buriasco,001041,Buriasco,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001042,Burolo,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001043,Busano,001043,Busano,001043,Busano,001043,Busano,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001044,Bussoleno,001044,Bussoleno,001044,Bussoleno,001044,Bussoleno,001044,Bussoleno,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001045,Buttigliera Alta,001045,Buttigliera Alta,001045,Buttigliera Alta,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001046,Cafasse,001046,Cafasse,001046,Cafasse,001046,Cafasse,001086,Ciriè,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001047,Caluso,001047,Caluso,001047,Caluso,001047,Caluso,001047,Caluso,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001048,Cambiano,001048,Cambiano,001048,Cambiano,001048,Cambiano,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001049,Campiglione-Fenile,001049,Campiglione-Fenile,001049,Campiglione-Fenile,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001050,Candia Canavese,001050,Candia Canavese,001050,Candia Canavese,001047,Caluso,001047,Caluso,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001051,Candiolo,001051,Candiolo,001051,Candiolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001052,Canischio,,,001098,Cuorgnè,001098,Cuorgnè,001098,Cuorgnè,001217,Rivarolo Canavese,001217,Rivarolo Canavese,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
